target,Species,Genus,Family,Order,Class,Phylum,Kingdom,Domain,ref
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAcOS(b1-3)Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)[Fuc(a1-2)]Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/838695/
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2919513/
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)]Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)]Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2919513/
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/19240274/
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-3)[Neu5Ac(a2-6)]GlcNAc(b1-3)]Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/36278935/
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/26959529/
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)[Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-6)[Gal(b1-?)[Neu5Ac(a2-?)]GlcNAc(b1-3)]Glc(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://www.genome.jp/dbget-bin/www_bget?carbbank+10964
Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-3)GlcNAc(b1-3)[Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubs.acs.org/doi/10.1021/acs.analchem.0c00342
Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2919513/
Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article
Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/36315615/
Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article
Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article
Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article
Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)]Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article
Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc6S(b1-3)Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://www.sciencedirect.com/science/article/abs/pii/S0008621599001536
Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAcOS(b1-3)Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article
Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2919513/
Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article
Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article
Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2919513/
Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article
Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)]Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article
Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article
Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-3)[Neu5Ac(a2-6)]GlcNAc(b1-3)]Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/36278935/
Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/1632647/
Fuc(a1-2)Gal(b1-3)[Neu5Ac(a2-6)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article
Fuc(a1-2)Gal(b1-3)[Neu5Ac(a2-6)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/36278935/
Fuc(a1-2)Gal(b1-3)[Neu5Ac(a2-6)]GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/29969231/
Fuc(a1-2)Gal(b1-3)[Neu5Ac(a2-6)]GlcNAc(b1-3)[Neu5Ac(a2-6)]Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/36315615/
Fuc(a1-2)Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://www.sciencedirect.com/science/article/abs/pii/S0958694620300972
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)]Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/20689231
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)[GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubs.acs.org/doi/10.1021/acs.analchem.0c00342
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)GlcNAc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,G13270NH
Fuc(a1-2)Gal(b1-4)GlcNAc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubs.acs.org/doi/10.1021/acs.analchem.0c00342
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2919513/
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/12063266/
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/12063266/
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-?)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/12063266/
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/12063266/
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/12063266/
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)[Fuc(a1-3)]Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/12063266/
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)[Fuc(a1-3)]Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/12063266/
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-?)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/12063266/
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/12063266/
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)[Fuc(a1-2)]Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/838695/
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/29969231/
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/12063266/
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-3)]Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2919513/
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)]Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-?)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/12063266/
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/34688604/
Fuc(a1-2)Gal(b1-6)Gal(?1-?)Gal(b1-4)GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)]Gal(b1-6)Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/34170688/
Fuc(a1-2)Gal(b1-6)Gal(?1-?)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)GlcNAc(b1-3)]Gal(b1-6)Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/34170688/
Fuc(a1-2)Gal(b1-?)[Fuc(a1-?)]GlcNAc(b1-3)[Fuc(a1-2)]Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/34928137/
Fuc(a1-2)Gal3S(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/32014993/
Fuc(a1-2)[Gal(a1-3)]Gal(b1-3)[Fuc(a1-4)]Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://www.genome.jp/dbget-bin/www_bget?carbbank+20912
Fuc(a1-2)[Gal(a1-3)]Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/34928137/
Fuc(a1-2)[Gal(a1-3)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/34928137/
Fuc(a1-2)[Gal(a1-3)]Gal(b1-4)[Fuc(a1-3)]Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/2713870/
Fuc(a1-2)[Gal(a1-3)]Gal(b1-6)Gal(a1-4)[Fuc(a1-3)]Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://www.genome.jp/dbget-bin/www_bget?carbbank+2730
Fuc(a1-2)[GalNAc(?1-?)]Gal(b1-4)[Fuc(a1-3)]Glc6S-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://academic.oup.com/glycob/article/31/4/391/5943074
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2919513/
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/32794008/
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/34928137/
Fuc(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubs.acs.org/doi/10.1021/acs.analchem.0c00342
Fuc(a1-3)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]Glc6S-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://academic.oup.com/glycob/article/31/4/391/5943086
Fuc(a1-3)[Gal(b1-4)]Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2919513/
Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2919513/
Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article
Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article
Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubs.acs.org/doi/10.1021/acs.analchem.0c00342
Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)]Gal(b1-4)GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubs.acs.org/doi/10.1021/acs.analchem.0c00342
Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)]Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)GlcNAc(b1-3)Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubs.acs.org/doi/10.1021/acs.analchem.0c00342
